"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"04.03.2020","497,04","488,61","497,83","488,61","-","1,43%"
"03.03.2020","490,05","492,18","495,36","487,35","-","-0,18%"
"02.03.2020","490,95","484,00","491,46","481,74","-","1,44%"
"28.02.2020","484,00","491,90","491,90","479,34","-","-1,06%"
"27.02.2020","489,19","502,35","502,43","489,19","-","-2,25%"
"26.02.2020","500,43","501,57","504,68","500,43","-","-0,09%"
"25.02.2020","500,90","510,65","511,41","500,82","-","-1,91%"
"24.02.2020","510,64","520,61","520,61","509,57","-","-1,52%"
"21.02.2020","518,53","521,88","521,95","517,24","-","-0,47%"
"20.02.2020","521,00","522,11","523,22","520,96","-","-0,00%"
"19.02.2020","521,02","517,44","521,36","517,04","-","0,70%"
"18.02.2020","517,41","525,51","525,51","517,38","-","-1,31%"
"17.02.2020","524,28","524,70","524,85","524,16","-","0,01%"
"14.02.2020","524,22","524,47","524,63","520,97","-","-0,12%"
"13.02.2020","524,85","525,05","526,61","523,43","-","0,07%"
"12.02.2020","524,49","523,68","526,73","522,91","-","0,15%"
"11.02.2020","523,68","523,05","527,39","522,67","-","0,03%"
"10.02.2020","523,50","525,89","526,24","522,70","-","-0,27%"
"07.02.2020","524,94","530,92","530,92","524,87","-","-0,83%"
"06.02.2020","529,34","534,10","534,18","526,29","-","-0,75%"
"05.02.2020","533,32","529,71","534,70","528,76","-","0,65%"
"04.02.2020","529,88","515,36","529,88","515,29","-","2,57%"
"03.02.2020","516,60","515,48","517,82","514,92","-","-0,08%"
"31.01.2020","516,99","522,00","522,60","516,82","-","-0,91%"
"30.01.2020","521,76","522,86","522,86","518,54","-","0,02%"
"29.01.2020","521,68","520,14","522,97","520,11","-","0,30%"
"28.01.2020","520,10","520,71","523,58","518,41","-","-0,26%"
"27.01.2020","521,47","535,56","535,56","520,99","-","-2,12%"
"24.01.2020","532,77","535,40","535,49","531,43","-","-0,52%"
"23.01.2020","535,54","539,33","539,94","535,17","-","-0,82%"
"22.01.2020","539,96","536,48","540,02","536,24","-","0,59%"
"21.01.2020","536,79","541,26","541,32","535,58","-","-0,79%"
"20.01.2020","541,08","540,72","541,53","540,15","-","0,08%"
"17.01.2020","540,63","536,78","540,65","536,70","-","0,57%"
"16.01.2020","537,57","533,68","537,88","533,36","-","0,71%"
"15.01.2020","533,77","533,10","533,99","531,52","-","0,11%"
"14.01.2020","533,17","530,65","533,41","530,30","-","0,36%"
"13.01.2020","531,28","534,24","534,34","531,13","-","-0,31%"
"10.01.2020","532,94","533,25","534,51","531,21","-","-0,12%"
"09.01.2020","533,56","532,55","534,78","532,23","-","0,13%"
"08.01.2020","532,85","535,10","536,99","532,85","-","-0,53%"
"07.01.2020","535,67","538,09","538,38","535,09","-","-0,27%"
"06.01.2020","537,10","535,85","537,21","533,42","-","0,43%"
"03.01.2020","534,79","537,31","538,79","533,47","-","-0,47%"
"02.01.2020","537,31","533,70","537,44","530,23","-","1,11%"
"31.12.2019","531,42","533,70","535,29","531,13","-","-0,44%"
"30.12.2019","533,76","533,70","535,29","532,40","-","0,01%"
"27.12.2019","533,71","536,03","538,13","533,35","-","-0,43%"
"26.12.2019","536,03","528,97","537,25","528,73","-","1,37%"
"24.12.2019","528,79","527,27","531,52","527,27","-","0,11%"
"23.12.2019","528,21","525,05","529,30","524,77","-","0,45%"
"20.12.2019","525,83","530,67","530,71","525,67","-","-0,90%"
"19.12.2019","530,58","524,41","530,71","523,83","-","1,15%"
"18.12.2019","524,55","518,46","524,55","517,62","-","1,22%"
"17.12.2019","518,21","514,40","519,24","513,45","-","0,56%"
"16.12.2019","515,31","519,61","520,17","513,69","-","-0,83%"
"13.12.2019","519,61","515,66","519,99","515,66","-","0,44%"
"12.12.2019","517,33","516,71","519,74","516,16","-","0,12%"
"11.12.2019","516,71","514,96","518,19","514,31","-","0,20%"
"10.12.2019","515,70","511,69","516,08","511,62","-","1,01%"
"09.12.2019","510,54","511,17","513,39","509,31","-","-0,12%"
"06.12.2019","511,16","511,04","514,21","511,04","-","-0,12%"
"05.12.2019","511,78","506,54","511,81","506,54","-","0,84%"
"04.12.2019","507,50","508,90","511,11","507,43","-","-0,28%"
"03.12.2019","508,90","514,41","514,41","508,78","-","-1,06%"
"02.12.2019","514,33","516,65","518,47","514,26","-","-0,53%"
"29.11.2019","517,09","511,28","517,10","510,91","-","1,06%"
"28.11.2019","511,66","511,55","513,43","511,43","-","-0,02%"
"27.11.2019","511,76","514,86","514,86","509,97","-","-0,41%"
"26.11.2019","513,86","514,66","514,71","512,34","-","-0,15%"
"25.11.2019","514,65","512,67","515,35","511,70","-","0,39%"
"22.11.2019","512,67","509,39","514,10","509,39","-","0,50%"
"21.11.2019","510,13","508,93","510,28","506,39","-","0,22%"
"20.11.2019","508,99","513,27","513,27","508,40","-","-0,48%"
"19.11.2019","511,44","510,16","511,46","507,32","-","0,25%"
"18.11.2019","510,14","506,47","510,15","505,53","-","0,72%"
"15.11.2019","506,47","504,53","508,09","504,53","-","-0,06%"
"14.11.2019","506,76","509,61","510,12","504,51","-","-0,35%"
"13.11.2019","508,55","509,26","511,78","507,69","-","-0,14%"
"12.11.2019","509,24","511,32","512,11","509,18","-","-0,17%"
"11.11.2019","510,09","510,35","511,72","508,50","-","-0,05%"
"08.11.2019","510,35","517,35","519,64","509,62","-","-1,46%"
"07.11.2019","517,90","515,89","519,33","515,78","-","0,41%"
"06.11.2019","515,80","517,18","518,98","514,53","-","-0,44%"
"05.11.2019","518,09","521,61","523,40","517,55","-","-0,69%"
"04.11.2019","521,68","516,26","523,95","515,15","-","1,05%"
"31.10.2019","516,26","513,79","518,06","512,39","-","0,47%"
"30.10.2019","513,86","514,12","516,23","509,06","-","-0,05%"
"29.10.2019","514,12","510,33","514,12","508,72","-","0,75%"
"28.10.2019","510,29","508,55","510,42","507,52","-","0,34%"
"25.10.2019","508,55","507,32","510,09","506,01","-","0,16%"
"24.10.2019","507,76","506,10","509,81","505,69","-","0,31%"
"23.10.2019","506,18","506,63","508,68","505,58","-","-0,09%"
"22.10.2019","506,63","504,35","507,09","503,40","-","0,47%"
"21.10.2019","504,28","503,46","506,81","502,71","-","0,16%"
"18.10.2019","503,46","503,04","506,33","502,30","-","0,29%"
"17.10.2019","501,98","502,54","505,34","501,66","-","-0,32%"
"16.10.2019","503,58","504,03","505,78","502,51","-","-0,09%"
"15.10.2019","504,03","505,95","506,26","503,81","-","-0,20%"
"14.10.2019","505,03","502,75","508,56","501,35","-","0,45%"
"11.10.2019","502,75","495,92","503,46","495,92","-","1,36%"
"10.10.2019","495,98","496,43","498,36","495,09","-","0,05%"
"09.10.2019","495,75","501,08","501,45","495,71","-","-1,12%"
"07.10.2019","501,37","501,75","504,46","500,93","-","-0,08%"
"04.10.2019","501,75","493,16","501,75","492,08","-","1,68%"
"03.10.2019","493,44","492,99","495,80","492,40","-","-0,08%"
"02.10.2019","493,85","498,64","499,33","493,76","-","-1,10%"
"01.10.2019","499,36","512,44","513,21","499,07","-","-2,55%"
"30.09.2019","512,44","511,88","513,47","508,73","-","0,10%"
"27.09.2019","511,95","508,31","514,30","506,92","-","0,75%"
"26.09.2019","508,14","502,98","508,36","502,98","-","0,97%"
"25.09.2019","503,26","503,77","505,18","502,38","-","0,07%"
"24.09.2019","502,93","504,34","505,15","501,01","-","-0,44%"
"23.09.2019","505,15","504,54","506,20","502,54","-","0,12%"
"20.09.2019","504,54","506,04","507,22","504,25","-","-0,13%"
"19.09.2019","505,20","508,13","508,13","503,31","-","0,08%"
"18.09.2019","504,82","508,13","508,13","503,31","-","-0,31%"
"17.09.2019","506,39","508,13","508,13","503,31","-","0,06%"
"16.09.2019","506,07","505,50","506,83","503,64","-","0,30%"
"13.09.2019","504,58","502,13","505,87","502,12","-","0,49%"
"12.09.2019","502,13","499,54","503,95","499,54","-","0,31%"
"11.09.2019","500,58","497,95","502,07","497,94","-","0,49%"
"10.09.2019","498,16","497,62","499,40","496,94","-","0,11%"
"09.09.2019","497,62","500,37","501,50","496,60","-","-0,57%"
"06.09.2019","500,47","504,18","507,14","500,26","-","-1,03%"
"05.09.2019","505,67","502,20","507,35","500,44","-","0,57%"
"04.09.2019","502,78","503,43","507,55","501,57","-","-0,13%"
"03.09.2019","503,43","503,98","505,15","501,55","-","-0,11%"
"02.09.2019","503,98","498,52","503,98","498,52","-","0,95%"
"29.08.2019","499,23","497,03","502,97","485,64","-","0,44%"
"28.08.2019","497,03","494,39","499,29","493,36","-","0,66%"
"27.08.2019","493,79","487,18","493,90","487,18","-","1,23%"
"26.08.2019","487,81","488,51","490,50","486,84","-","-0,16%"
"23.08.2019","488,57","492,86","494,96","488,57","-","-0,74%"
"22.08.2019","492,19","495,08","497,10","491,68","-","-0,57%"
"21.08.2019","494,99","496,87","498,06","494,14","-","-0,57%"
"20.08.2019","497,82","499,13","500,24","497,23","-","-0,37%"
"19.08.2019","499,65","496,84","500,71","496,68","-","0,61%"
"16.08.2019","496,62","494,39","498,83","494,36","-","0,33%"
"15.08.2019","494,98","492,45","495,44","491,16","-","0,39%"
"14.08.2019","493,04","501,00","501,59","492,95","-","-1,59%"
"13.08.2019","501,00","498,57","501,89","495,92","-","0,46%"
"12.08.2019","498,71","507,03","508,37","498,67","-","-1,65%"
"09.08.2019","507,06","512,36","512,36","506,87","-","-0,84%"
"08.08.2019","511,37","507,92","513,48","507,30","-","0,46%"
"07.08.2019","509,05","506,35","510,08","504,97","-","0,70%"
"06.08.2019","505,53","504,91","507,49","504,37","-","-0,01%"
"05.08.2019","505,58","513,85","515,44","505,40","-","-1,77%"
"02.08.2019","514,69","519,43","520,98","513,38","-","-0,91%"
"01.08.2019","519,43","523,17","526,28","518,76","-","-0,71%"
"31.07.2019","523,17","533,39","533,39","522,19","-","-1,81%"
"30.07.2019","532,82","540,61","541,20","532,23","-","-1,78%"
"26.07.2019","542,45","549,70","549,81","542,45","-","-1,32%"
"25.07.2019","549,72","549,89","549,98","546,54","-","0,21%"
"24.07.2019","548,56","547,11","549,95","546,22","-","0,29%"
"23.07.2019","547,00","547,70","551,10","545,99","-","-0,04%"
"22.07.2019","547,20","548,10","551,62","547,20","-","-0,48%"
"19.07.2019","549,86","549,67","554,34","547,53","-","-0,09%"
"18.07.2019","550,34","548,19","552,27","546,85","-","0,39%"
"17.07.2019","548,22","548,43","549,85","547,56","-","-0,08%"
"16.07.2019","548,64","546,70","550,45","546,43","-","0,37%"
"15.07.2019","546,61","548,68","549,91","545,77","-","-0,38%"
"12.07.2019","548,68","546,64","549,46","545,83","-","0,37%"
"11.07.2019","546,67","547,03","547,19","543,18","-","-0,08%"
"10.07.2019","547,11","545,09","548,25","544,84","-","0,26%"
"09.07.2019","545,67","547,97","548,12","543,21","-","-0,51%"
"08.07.2019","548,47","552,88","552,88","547,97","-","-0,75%"
"05.07.2019","552,63","554,57","554,57","547,05","-","-0,20%"
"04.07.2019","553,73","550,27","554,20","549,49","-","0,69%"
"03.07.2019","549,94","549,59","550,67","547,39","-","0,23%"
"02.07.2019","548,67","547,95","549,43","545,30","-","0,17%"
"01.07.2019","547,72","547,56","548,20","544,41","-","0,18%"
"28.06.2019","546,73","547,88","548,53","543,99","-","-0,22%"
"27.06.2019","547,96","548,94","549,07","544,96","-","-0,01%"
"26.06.2019","548,02","547,69","548,24","542,74","-","0,22%"
"25.06.2019","546,79","551,66","554,39","546,16","-","-0,99%"
"24.06.2019","552,23","549,31","552,28","548,79","-","0,47%"
"21.06.2019","549,64","550,89","551,97","547,85","-","-0,26%"
"20.06.2019","551,08","543,09","551,23","543,09","-","1,26%"
"19.06.2019","544,23","545,66","545,96","542,49","-","-0,37%"
"18.06.2019","546,23","539,96","546,73","539,96","-","0,91%"
"17.06.2019","541,29","543,82","544,92","541,23","-","-0,47%"
"14.06.2019","543,87","543,17","543,95","540,50","-","0,13%"
"13.06.2019","543,17","541,66","543,96","540,67","-","0,16%"
"12.06.2019","542,28","543,15","543,86","540,82","-","-0,10%"
"11.06.2019","542,82","540,96","545,36","539,61","-","0,42%"
"10.06.2019","540,55","537,80","540,77","536,49","-","0,26%"
"07.06.2019","539,17","534,55","540,80","534,51","-","0,89%"
"06.06.2019","534,39","532,84","536,30","531,93","-","0,10%"
"05.06.2019","533,87","532,52","534,65","531,25","-","0,16%"
"04.06.2019","533,02","531,34","533,34","528,23","-","0,38%"
"03.06.2019","531,02","529,91","532,45","529,76","-","0,21%"
"31.05.2019","529,93","527,14","531,61","525,57","-","0,57%"
"30.05.2019","526,91","523,99","526,91","523,37","-","0,53%"
"29.05.2019","524,15","523,08","524,18","520,19","-","0,36%"
"28.05.2019","522,27","525,08","525,81","521,02","-","-0,33%"
"27.05.2019","523,99","524,47","526,17","523,99","-","-0,05%"
"24.05.2019","524,27","522,48","525,19","521,71","-","0,21%"
"23.05.2019","523,19","527,24","527,85","522,76","-","-0,86%"
"22.05.2019","527,71","534,86","535,09","527,53","-","-1,46%"
"21.05.2019","535,54","533,49","535,73","530,55","-","0,58%"
"20.05.2019","532,45","531,48","535,12","531,09","-","0,06%"
"17.05.2019","532,12","534,29","535,45","530,81","-","-0,45%"
"16.05.2019","534,50","536,08","536,98","532,85","-","-0,34%"
"15.05.2019","536,32","536,53","537,31","533,76","-","-0,04%"
"14.05.2019","536,53","536,90","539,45","534,35","-","-0,11%"
"13.05.2019","537,14","542,00","542,62","535,76","-","-0,90%"
"10.05.2019","542,00","543,10","543,44","540,08","-","-0,19%"
"09.05.2019","543,02","549,99","549,99","542,64","-","-0,88%"
"08.05.2019","547,84","552,95","553,09","547,84","-","-0,89%"
"07.05.2019","552,78","553,80","555,12","550,83","-","-0,09%"
"06.05.2019","553,30","554,97","554,97","550,59","-","-0,31%"
"03.05.2019","555,00","551,83","556,98","551,36","-","0,47%"
"02.05.2019","552,41","558,50","560,47","550,95","-","-1,17%"
"30.04.2019","558,93","558,52","561,67","555,70","-","-0,05%"
"29.04.2019","559,19","559,99","561,25","557,30","-","-0,14%"
"26.04.2019","559,99","551,65","560,87","551,26","-","1,30%"
"25.04.2019","552,78","553,15","554,04","550,17","-","-0,04%"
"24.04.2019","552,99","559,09","560,91","552,60","-","-0,97%"
"23.04.2019","558,42","560,12","563,02","557,81","-","-0,42%"
"22.04.2019","560,80","560,03","560,80","555,57","-","0,07%"
"17.04.2019","560,42","563,91","566,04","559,12","-","-0,63%"
"16.04.2019","563,99","561,05","563,99","558,85","-","0,51%"
"15.04.2019","561,14","563,54","567,24","560,09","-","-0,46%"
"12.04.2019","563,75","560,58","564,68","560,58","-","0,46%"
"11.04.2019","561,16","566,41","566,41","558,28","-","-0,77%"
"10.04.2019","565,52","566,97","567,52","565,03","-","-0,20%"
"09.04.2019","566,63","569,70","570,69","566,13","-","-0,70%"
"08.04.2019","570,62","568,11","571,97","568,09","-","0,30%"
"05.04.2019","568,89","567,31","569,39","567,02","-","0,17%"
"04.04.2019","567,91","562,81","567,91","561,50","-","0,89%"
"03.04.2019","562,90","560,01","564,33","559,98","-","0,33%"
"02.04.2019","561,03","560,51","561,49","558,23","-","-0,04%"
"01.04.2019","561,27","562,57","565,96","560,13","-","-0,17%"
"29.03.2019","562,23","559,12","563,05","559,12","-","0,55%"
"28.03.2019","559,17","558,01","560,04","556,89","-","-0,08%"
"27.03.2019","559,61","560,59","562,51","558,05","-","0,11%"
"26.03.2019","558,98","556,96","562,01","556,93","-","0,35%"
"25.03.2019","557,02","559,49","562,83","556,96","-","-0,41%"
"22.03.2019","559,32","565,40","565,40","558,50","-","-0,76%"
"21.03.2019","563,60","564,77","565,97","562,78","-","-0,31%"
"20.03.2019","565,34","562,35","565,93","557,91","-","0,65%"
"19.03.2019","561,71","559,30","563,73","559,30","-","0,43%"
"18.03.2019","559,30","556,23","559,65","556,21","-","0,56%"
"15.03.2019","556,19","553,39","558,22","552,61","-","0,58%"
"14.03.2019","552,97","557,96","559,00","552,58","-","-0,77%"
"13.03.2019","557,28","553,35","558,66","553,35","-","0,60%"
"12.03.2019","553,94","550,79","555,97","550,51","-","0,36%"
"11.03.2019","551,96","546,68","552,62","546,06","-","0,92%"
"08.03.2019","546,92","547,92","548,88","544,81","-","-0,06%"
"07.03.2019","547,26","547,57","548,69","544,75","-","-0,08%"
"06.03.2019","547,68","549,38","549,98","546,81","-","-0,28%"
"05.03.2019","549,22","550,86","551,11","547,89","-","-0,09%"
"04.03.2019","549,70","548,26","550,21","547,24","-","0,22%"
"01.03.2019","548,50","546,77","549,86","545,92","-","0,24%"
"28.02.2019","547,18","549,20","550,64","546,44","-","-0,45%"
"27.02.2019","549,66","548,01","551,50","547,64","-","0,21%"
"26.02.2019","548,52","551,28","551,61","546,97","-","-0,27%"
"25.02.2019","550,02","548,87","551,89","547,31","-","0,04%"
"22.02.2019","549,79","544,70","550,47","544,02","-","0,66%"
"21.02.2019","546,21","553,04","553,65","545,85","-","-1,24%"
"20.02.2019","553,08","547,04","553,08","547,04","-","1,10%"
"19.02.2019","547,04","543,82","548,46","540,97","-","0,59%"
"18.02.2019","543,82","545,62","545,69","543,14","-","-0,33%"
"15.02.2019","545,62","541,25","546,07","539,75","-","0,91%"
"14.02.2019","540,71","538,84","542,64","536,35","-","0,59%"
"13.02.2019","537,55","536,26","541,15","535,53","-","0,24%"
"12.02.2019","536,26","537,46","540,01","535,33","-","-0,21%"
"11.02.2019","537,37","538,65","539,11","536,84","-","-0,71%"
"08.02.2019","541,20","541,70","542,62","540,02","-","-0,06%"
"07.02.2019","541,55","545,71","545,82","539,62","-","-0,77%"
"06.02.2019","545,74","545,51","549,82","544,44","-","0,04%"
"05.02.2019","545,51","546,60","549,05","545,17","-","-0,20%"
"04.02.2019","546,60","543,58","546,72","540,59","-","0,63%"
"01.02.2019","543,16","537,06","543,89","536,27","-","1,00%"
"31.01.2019","537,78","533,07","539,79","533,00","-","0,90%"
"30.01.2019","532,96","531,92","535,21","530,62","-","0,21%"
"29.01.2019","531,86","527,61","531,86","527,26","-","0,86%"
"28.01.2019","527,32","527,34","528,60","524,16","-","0,03%"
"25.01.2019","527,18","519,17","527,23","518,21","-","1,57%"
"24.01.2019","519,01","516,82","519,77","516,76","-","0,44%"
"23.01.2019","516,72","517,30","519,03","515,62","-","-0,15%"
"22.01.2019","517,51","518,33","519,64","516,15","-","-0,16%"
"21.01.2019","518,33","520,60","521,46","518,19","-","-0,42%"
"18.01.2019","520,51","521,37","522,26","517,53","-","-0,18%"
"17.01.2019","521,45","518,87","522,28","518,39","-","0,46%"
"16.01.2019","519,06","516,45","519,06","515,21","-","0,52%"
"15.01.2019","516,37","521,04","522,15","514,16","-","-0,90%"
"14.01.2019","521,04","520,33","521,61","518,27","-","0,00%"
"11.01.2019","521,03","520,02","521,04","517,71","-","0,23%"
"10.01.2019","519,86","518,81","520,16","515,50","-","0,42%"
"09.01.2019","517,68","512,31","517,93","512,31","-","0,83%"
"08.01.2019","513,43","513,63","514,00","511,89","-","0,09%"
"07.01.2019","512,95","513,49","515,27","512,85","-","-0,11%"
"04.01.2019","513,51","506,35","514,09","506,01","-","1,32%"
"03.01.2019","506,80","510,49","510,49","506,06","-","-0,65%"
"02.01.2019","510,10","513,26","513,77","508,77","-","-0,44%"
"31.12.2018","512,35","509,11","512,35","505,81","-","0,80%"
"28.12.2018","508,28","509,11","509,66","505,81","-","-0,17%"
"27.12.2018","509,15","505,93","509,30","503,46","-","0,70%"
"26.12.2018","505,60","505,03","506,51","501,86","-","0,47%"
"24.12.2018","503,23","502,50","504,81","500,65","-","0,16%"
"21.12.2018","502,42","506,65","506,65","501,76","-","-0,60%"
"20.12.2018","505,44","500,43","506,86","500,39","-","0,72%"
"19.12.2018","501,81","506,77","511,72","501,22","-","-0,99%"
"18.12.2018","506,82","505,65","509,63","504,42","-","0,40%"
"17.12.2018","504,82","502,57","508,64","502,01","-","0,44%"
"14.12.2018","502,62","508,32","508,32","501,37","-","-0,93%"
"13.12.2018","507,36","509,57","511,93","506,67","-","-0,24%"
"12.12.2018","508,58","505,92","510,48","505,92","-","0,39%"
"11.12.2018","506,61","505,63","509,42","505,04","-","0,18%"
"10.12.2018","505,72","510,97","511,65","505,22","-","-0,88%"
"07.12.2018","510,20","507,85","512,55","507,85","-","0,12%"
"06.12.2018","509,59","515,71","515,71","508,00","-","-0,99%"
"05.12.2018","514,69","515,11","515,51","514,45","-","-0,15%"
"04.12.2018","515,44","514,23","516,35","512,80","-","0,39%"
"03.12.2018","513,44","507,25","515,17","506,47","-","1,17%"
"30.11.2018","507,49","507,09","507,67","503,98","-","0,08%"
"29.11.2018","507,10","505,03","508,32","504,40","-","0,37%"
"28.11.2018","505,24","497,65","505,41","497,46","-","1,50%"
"27.11.2018","497,75","495,92","497,98","494,45","-","0,41%"
"26.11.2018","495,70","495,56","498,98","495,46","-","0,00%"
"23.11.2018","495,68","503,96","503,96","492,60","-","-2,25%"
"22.11.2018","507,09","503,16","507,09","502,31","-","0,76%"
"21.11.2018","503,27","501,86","505,03","500,89","-","0,31%"
"20.11.2018","501,69","510,45","510,45","501,66","-","-1,56%"
"19.11.2018","509,65","511,61","511,74","509,54","-","-0,34%"
"16.11.2018","511,38","504,26","511,55","502,36","-","1,41%"
"15.11.2018","504,29","497,23","504,29","496,45","-","1,46%"
"14.11.2018","497,01","493,46","498,99","493,30","-","0,60%"
"13.11.2018","494,04","493,72","497,85","491,93","-","0,05%"
"12.11.2018","493,79","499,97","500,34","493,45","-","-1,24%"
"09.11.2018","499,97","503,91","504,22","498,17","-","-0,71%"
"08.11.2018","503,56","505,66","506,06","502,03","-","-0,16%"
"07.11.2018","504,35","501,51","505,05","500,95","-","0,46%"
"06.11.2018","502,02","502,06","503,26","500,08","-","0,05%"
"05.11.2018","501,78","499,00","502,15","494,94","-","0,53%"
"02.11.2018","499,13","490,23","499,39","490,23","-","1,64%"
"31.10.2018","491,09","486,83","491,14","486,08","-","0,91%"
"30.10.2018","486,68","484,55","487,65","483,69","-","0,51%"
"29.10.2018","484,19","484,28","487,19","483,38","-","0,01%"
"26.10.2018","484,12","486,49","486,57","481,29","-","-0,44%"
"25.10.2018","486,27","486,29","489,53","486,26","-","-0,02%"
"24.10.2018","486,39","489,54","490,98","486,32","-","-0,61%"
"23.10.2018","489,39","494,03","494,30","487,70","-","-0,90%"
"22.10.2018","493,81","495,57","496,67","493,52","-","-0,39%"
"19.10.2018","495,72","498,39","500,61","494,54","-","-0,54%"
"18.10.2018","498,39","504,13","504,28","498,29","-","-1,09%"
"17.10.2018","503,89","506,43","508,02","503,73","-","-0,54%"
"16.10.2018","506,65","504,47","507,57","504,47","-","0,21%"
"15.10.2018","505,60","508,07","508,39","503,52","-","0,45%"
"12.10.2018","503,32","505,11","511,60","501,57","-","-0,31%"
"11.10.2018","504,88","500,76","507,74","500,45","-","0,82%"
"10.10.2018","500,76","505,51","505,88","500,49","-","-1,00%"
"09.10.2018","505,81","506,32","508,11","504,39","-","-0,06%"
"05.10.2018","506,13","511,84","511,90","504,57","-","-1,13%"
"04.10.2018","511,92","519,13","520,81","511,33","-","-1,33%"
"03.10.2018","518,82","515,48","519,85","514,92","-","0,62%"
"02.10.2018","515,62","511,85","516,74","511,84","-","0,74%"
"01.10.2018","511,85","510,47","513,11","510,32","-","0,31%"
"28.09.2018","510,27","508,20","511,25","508,20","-","0,37%"
"27.09.2018","508,40","508,86","509,59","506,68","-","-0,09%"
"26.09.2018","508,86","509,97","511,88","507,94","-","-0,25%"
"25.09.2018","510,12","509,15","511,62","508,92","-","0,31%"
"24.09.2018","508,53","510,83","512,14","507,78","-","-0,47%"
"21.09.2018","510,91","506,96","511,23","506,50","-","0,90%"
"20.09.2018","506,35","499,67","507,47","499,67","-","1,17%"
"19.09.2018","500,49","492,24","500,50","491,82","-","1,62%"
"18.09.2018","492,50","487,40","492,93","487,40","-","0,91%"
"17.09.2018","488,07","492,40","493,59","487,45","-","-0,92%"
"14.09.2018","492,62","494,76","494,76","491,59","-","-0,22%"
"13.09.2018","493,69","494,28","497,89","492,61","-","-0,14%"
"12.09.2018","494,40","487,38","496,53","487,38","-","1,29%"
"11.09.2018","488,11","492,07","492,07","487,69","-","-0,79%"
"10.09.2018","491,98","493,54","493,78","490,77","-","-0,31%"
"07.09.2018","493,53","494,86","495,01","491,92","-","-0,20%"
"06.09.2018","494,50","496,37","500,19","494,19","-","-0,51%"
"05.09.2018","497,04","504,53","504,76","496,86","-","-1,56%"
"04.09.2018","504,91","514,99","514,99","504,82","-","-1,63%"
"03.09.2018","513,28","513,20","514,25","511,75","-","0,02%"
"31.08.2018","513,20","520,26","520,26","511,06","-","-1,00%"
"29.08.2018","518,38","519,52","519,79","516,89","-","0,07%"
"28.08.2018","518,03","518,66","521,22","517,44","-","-0,23%"
"27.08.2018","519,21","515,53","519,65","515,45","-","0,75%"
"24.08.2018","515,36","509,68","515,92","509,68","-","0,90%"
"23.08.2018","510,76","514,50","514,50","510,43","-","-0,52%"
"22.08.2018","513,45","511,05","513,58","510,94","-","0,37%"
"21.08.2018","511,55","515,58","517,21","511,55","-","-0,78%"
"20.08.2018","515,58","516,27","518,44","515,57","-","-0,14%"
"17.08.2018","516,28","513,80","516,91","512,64","-","0,53%"
"16.08.2018","513,54","514,85","517,45","512,01","-","-0,27%"
"15.08.2018","514,93","526,88","526,88","514,09","-","-2,00%"
"14.08.2018","525,45","524,56","526,22","522,99","-","0,06%"
"13.08.2018","525,12","529,77","530,67","524,58","-","-0,96%"
"10.08.2018","530,19","532,92","533,31","527,49","-","-0,30%"
"09.08.2018","531,79","534,41","534,87","531,79","-","-0,38%"
"08.08.2018","533,81","533,89","534,93","533,30","-","0,02%"
"07.08.2018","533,72","533,96","536,56","533,21","-","-0,10%"
"06.08.2018","534,28","538,01","538,01","534,02","-","-0,65%"
"03.08.2018","537,76","533,14","538,23","533,11","-","0,89%"
"02.08.2018","533,03","539,36","539,36","532,94","-","-1,02%"
"01.08.2018","538,53","543,91","543,91","538,04","-","-0,86%"
"31.07.2018","543,21","539,09","544,15","538,48","-","0,88%"
"30.07.2018","538,45","538,94","540,00","537,92","-","-0,05%"
"27.07.2018","538,73","537,22","540,10","537,09","-","0,24%"
"26.07.2018","537,44","539,54","540,98","536,63","-","-0,38%"
"25.07.2018","539,49","538,16","539,97","537,84","-","0,21%"
"24.07.2018","538,37","531,69","538,48","531,69","-","1,15%"
"23.07.2018","532,27","526,93","532,28","526,51","-","0,96%"
"20.07.2018","527,19","524,12","528,22","524,01","-","0,54%"
"19.07.2018","524,36","530,84","530,84","523,52","-","-0,89%"
"18.07.2018","529,06","527,92","529,30","526,26","-","0,31%"
"17.07.2018","527,43","519,62","527,46","518,82","-","1,54%"
"16.07.2018","519,43","519,93","520,49","518,55","-","-0,15%"
"13.07.2018","520,22","519,40","520,78","517,69","-","0,29%"
"12.07.2018","518,69","515,61","520,92","515,61","-","0,31%"
"11.07.2018","517,11","529,10","529,10","516,82","-","-2,01%"
"10.07.2018","527,74","529,11","529,37","524,22","-","-0,34%"
"09.07.2018","529,52","526,20","529,90","526,09","-","0,69%"
"06.07.2018","525,88","522,76","526,67","521,24","-","0,60%"
"05.07.2018","522,76","523,99","525,67","522,23","-","-0,22%"
"04.07.2018","523,91","524,51","524,72","523,69","-","-0,11%"
"03.07.2018","524,51","523,72","527,57","521,74","-","0,04%"
"02.07.2018","524,31","523,80","524,31","521,51","-","0,37%"
"28.06.2018","522,39","527,78","527,96","522,28","-","-1,09%"
"27.06.2018","528,14","530,73","531,90","527,61","-","-0,46%"
"26.06.2018","530,60","535,17","535,18","530,30","-","-0,85%"
"25.06.2018","535,17","541,11","541,11","534,71","-","-1,04%"
"22.06.2018","540,81","540,35","542,80","538,58","-","0,02%"
